# EC_Earth3_Veg ssp370 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.83,2.35,1.24,2.43,1.24,2.59,2.44,3.70,3.01,4.29,2.51,5.03,2.09,3.56,2.45,2.49,2.24,3.24,3.11,3.43,2.00,2.74,1.29,2.65
Daily maximum near surface air temperature,tasmax,∆°C,1.90,2.03,1.42,3.04,1.36,3.68,2.85,4.84,3.42,5.27,2.61,5.88,2.04,4.11,2.49,2.75,2.30,3.72,3.42,4.31,1.83,3.70,1.38,2.92
Daily minimum near surface air temperature,tasmin,∆°C,1.87,2.90,1.09,2.70,1.06,2.04,1.99,2.67,2.51,3.24,2.42,4.12,2.30,3.09,2.44,2.24,2.32,2.74,2.67,2.59,2.10,2.47,1.27,3.06
Precipitation,pr,fraction,1.08,1.09,1.05,1.16,0.77,0.82,0.80,0.83,0.53,0.60,0.64,0.79,1.11,1.80,1.23,1.99,0.64,0.89,0.65,0.70,1.24,1.39,1.00,1.04
Surface downwelling shortwave radiation,rsds,∆W/m²,1.96,19.94,7.23,31.02,8.95,38.39,16.06,41.10,23.91,38.84,8.17,31.97,0.75,16.94,1.26,13.48,3.05,18.64,9.58,26.33,-1.18,20.95,4.62,20.95
Total cloud cover percentage,clt,∆%,4.34,26.39,-0.96,31.62,-2.07,26.98,-5.87,23.42,-8.04,15.82,-4.64,14.87,1.38,16.20,-0.71,15.64,-1.94,19.87,-5.10,22.61,0.29,26.43,-5.57,25.23
Snow depth,snd,fraction,0.11,0.31,0.10,0.48,0.34,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.01,0.13
Near surface specific humidity,huss,∆kg/kg,0.000738,0.001194,0.000478,0.001321,0.000259,0.001500,0.000303,0.001559,-0.000070,0.001841,-0.000266,0.002035,0.000852,0.001911,0.000685,0.001539,0.000924,0.001714,0.000512,0.001895,0.000579,0.001700,0.000404,0.001420
Air pressure at mean sea level,psl,∆hPa,0.18,6.44,1.22,8.93,0.61,7.56,1.25,5.39,0.08,2.98,-0.27,2.23,-1.29,1.92,-0.82,1.56,-0.22,1.84,0.85,4.13,-1.78,6.32,0.19,7.73
Near surface wind speed,sfcWind,fraction,0.9772,0.4208,0.9917,0.4421,0.9470,0.3520,0.9503,0.3888,0.9804,0.3798,1.0481,0.4019,1.0052,0.2939,0.9854,0.2780,1.0150,0.3408,0.9245,0.3418,0.9999,0.3922,0.9958,0.4335
