# CanESM5 ssp585 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,4.20,2.39,4.36,2.59,5.04,3.07,5.00,3.34,6.01,3.41,6.72,4.11,7.09,3.09,7.22,2.66,7.86,2.88,7.58,2.55,5.30,2.43,4.68,1.95
Daily maximum near surface air temperature,tasmax,∆°C,4.27,2.79,4.59,3.64,5.15,4.65,5.15,4.56,6.10,4.32,6.66,5.04,6.70,3.80,6.56,3.25,7.65,3.52,7.79,3.07,5.30,3.34,4.69,2.60
Daily minimum near surface air temperature,tasmin,∆°C,4.21,2.77,4.27,2.63,4.95,2.24,4.92,2.54,5.86,2.69,6.88,3.49,7.27,2.89,7.51,2.73,7.76,2.97,7.43,2.68,5.44,2.36,4.71,2.18
Precipitation,pr,fraction,1.07,1.38,0.80,0.97,1.12,1.32,0.64,0.79,0.80,0.94,0.93,1.20,0.47,0.64,0.55,0.83,0.59,0.72,0.43,0.47,0.92,1.11,0.71,0.85
Surface downwelling shortwave radiation,rsds,∆W/m²,-1.27,31.83,2.76,31.08,-3.36,36.48,5.61,34.00,6.04,34.57,-0.84,30.67,-3.62,21.05,-2.86,17.38,-1.62,22.20,5.24,23.77,1.04,26.72,1.75,26.72
Total cloud cover percentage,clt,∆%,-0.38,33.30,-5.67,27.98,-1.53,27.64,-9.10,20.71,-8.58,16.21,-7.76,14.27,-3.28,14.66,-3.40,12.38,-7.03,20.70,-10.85,18.62,-6.47,26.67,-4.25,26.33
Snow depth,snd,fraction,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Near surface specific humidity,huss,∆kg/kg,0.001878,0.001625,0.001334,0.001308,0.001476,0.001318,0.001384,0.001470,0.001813,0.001507,0.003005,0.002254,0.003513,0.002631,0.003973,0.001912,0.004463,0.002016,0.003928,0.001910,0.002585,0.001480,0.002102,0.001293
Air pressure at mean sea level,psl,∆hPa,-2.75,8.73,-2.08,7.78,-3.00,6.46,-0.90,4.19,-1.71,2.41,-2.59,2.26,-3.50,2.26,-4.93,2.03,-3.70,2.33,-1.22,3.03,-1.93,5.85,-1.36,7.59
Near surface wind speed,sfcWind,fraction,0.9033,0.4316,0.9209,0.4379,0.9383,0.4208,0.9463,0.3958,0.9448,0.3738,0.9473,0.3853,1.0160,0.4113,1.0115,0.3873,0.9145,0.3790,0.8883,0.4015,0.8922,0.4219,0.8835,0.4758
