# GISS_E2_1_G ssp370 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.41,2.34,1.89,2.38,1.07,2.33,1.62,2.62,2.04,3.59,1.54,3.30,2.68,2.32,2.28,2.97,2.14,2.50,2.33,3.75,2.07,2.44,1.45,2.15
Daily maximum near surface air temperature,tasmax,∆°C,1.54,2.54,1.78,2.86,1.06,2.82,1.69,3.09,1.82,4.02,1.45,3.64,2.61,2.44,2.09,3.22,1.99,2.71,2.26,3.93,2.13,2.88,1.30,2.46
Daily minimum near surface air temperature,tasmin,∆°C,1.35,2.76,2.05,2.75,1.02,2.33,1.57,2.50,2.26,3.39,1.56,3.21,2.73,2.47,2.34,2.90,2.21,2.55,2.34,3.90,2.04,2.54,1.50,2.41
Precipitation,pr,fraction,1.08,1.12,1.14,1.22,0.89,0.89,0.69,0.72,0.87,0.98,0.84,1.19,0.56,0.70,0.66,0.75,0.74,0.77,0.63,0.63,0.80,0.83,1.18,1.14
Surface downwelling shortwave radiation,rsds,∆W/m²,2.40,22.52,-2.58,32.82,1.33,34.74,5.82,38.54,-5.86,37.05,5.18,36.22,1.95,24.60,2.58,24.68,1.58,28.42,-1.33,28.21,0.64,26.17,-3.24,26.17
Total cloud cover percentage,clt,∆%,-3.06,21.00,1.29,24.48,-2.86,20.22,-4.72,19.28,-1.09,18.12,-3.65,19.42,-1.72,14.65,-4.98,15.75,-3.87,19.63,0.08,21.46,-2.59,20.11,1.29,17.14
Snow depth,snd,fraction,0.93,0.96,0.91,0.91,0.99,1.09,0.91,1.00,0.91,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.91,1.00,0.91,0.91,0.94,0.97
Near surface specific humidity,huss,∆kg/kg,0.000685,0.001307,0.000782,0.001372,0.000459,0.001167,0.000556,0.001066,0.000943,0.001387,0.000541,0.001908,0.001147,0.001634,0.001096,0.001837,0.001164,0.001831,0.001284,0.002208,0.001028,0.001483,0.000821,0.001086
Air pressure at mean sea level,psl,∆hPa,0.05,10.02,-0.78,8.00,0.24,5.70,-0.29,4.02,-0.79,2.36,-0.91,2.28,-0.74,1.77,-0.78,1.66,-0.59,1.89,-0.51,3.27,0.30,6.21,-1.32,7.88
Near surface wind speed,sfcWind,fraction,0.9817,0.3992,1.0141,0.4206,0.9425,0.3287,0.9837,0.3494,0.9970,0.3364,0.9930,0.3474,0.9820,0.3240,0.9892,0.3596,0.9647,0.3694,0.9537,0.3767,0.9622,0.3873,1.0058,0.4181
