# CNRM_CM6_1_HR ssp585 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.88,2.41,2.19,3.01,1.87,2.42,2.22,3.06,3.10,4.05,3.61,4.15,3.40,3.15,3.01,2.84,3.34,3.64,3.34,2.88,2.20,2.35,1.99,2.20
Daily maximum near surface air temperature,tasmax,∆°C,1.44,2.71,2.27,3.09,2.02,3.07,2.59,4.29,3.48,5.19,3.97,5.34,3.71,3.82,3.27,3.46,3.66,4.79,3.79,3.80,2.42,2.85,2.06,2.23
Daily minimum near surface air temperature,tasmin,∆°C,2.06,2.77,2.14,3.44,1.74,2.60,1.88,2.32,2.84,3.17,3.32,3.09,3.24,2.63,2.86,2.58,3.11,2.83,2.91,2.63,2.05,2.66,1.94,2.84
Precipitation,pr,fraction,1.38,1.40,0.80,0.70,0.97,0.90,0.82,0.77,0.78,0.81,0.49,0.60,0.53,0.74,0.72,1.00,0.55,0.66,0.53,0.56,0.91,0.86,1.08,1.13
Surface downwelling shortwave radiation,rsds,∆W/m²,-5.93,24.93,1.26,31.82,4.42,40.51,13.84,41.72,10.32,39.21,9.98,39.16,4.47,28.87,7.38,27.34,9.02,30.93,10.45,30.09,2.50,25.15,1.15,25.15
Total cloud cover percentage,clt,∆%,5.18,24.31,2.74,28.03,-2.52,24.77,-6.80,20.66,-4.63,17.06,-6.03,12.47,-3.98,17.79,-4.31,19.76,-5.50,18.28,-8.05,22.03,-4.90,23.59,-2.52,25.29
Snow depth,snd,fraction,4.99,1.73,6.18,4.77,0.57,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.01,0.60
Near surface specific humidity,huss,∆kg/kg,0.000922,0.001309,0.000871,0.001648,0.000430,0.001434,0.000304,0.001086,0.000567,0.001840,0.000286,0.002038,0.000793,0.001851,0.000709,0.002020,0.000603,0.002005,0.000247,0.002030,0.000635,0.001643,0.000698,0.001510
Air pressure at mean sea level,psl,∆hPa,-0.64,9.60,1.38,7.17,0.31,7.12,0.14,5.25,0.02,3.14,-0.47,2.55,-0.53,1.49,-0.92,1.72,0.58,2.77,0.96,4.54,0.75,6.36,0.58,7.86
Near surface wind speed,sfcWind,fraction,1.0637,0.5378,1.0046,0.4708,1.0022,0.4735,0.9805,0.4437,1.0168,0.3740,1.0180,0.3759,1.0336,0.3385,1.0419,0.3727,0.9650,0.3801,0.9509,0.4191,0.9532,0.4054,0.9971,0.5458
