# CAS_ESM2_0 ssp370 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,2.62,1.87,2.50,1.87,2.39,2.11,2.82,2.14,3.67,2.04,3.10,2.30,2.85,1.77,2.82,1.97,3.07,2.39,2.77,1.87,2.73,1.76,2.60,1.68
Daily maximum near surface air temperature,tasmax,∆°C,2.61,1.97,2.54,1.95,2.44,2.23,2.92,2.29,3.74,2.15,3.15,2.33,2.91,1.79,2.77,1.90,3.05,2.47,2.80,2.06,2.71,1.89,2.59,1.67
Daily minimum near surface air temperature,tasmin,∆°C,2.64,1.83,2.51,1.82,2.34,2.04,2.73,1.97,3.58,1.90,3.08,2.30,2.80,1.82,2.89,2.08,3.07,2.25,2.73,1.73,2.77,1.71,2.62,1.78
Precipitation,pr,fraction,1.17,1.25,0.76,0.77,0.73,0.69,0.76,0.72,0.43,0.47,0.62,0.97,0.49,0.83,0.40,0.55,0.83,1.13,0.89,0.88,1.03,1.02,0.72,0.77
Surface downwelling shortwave radiation,rsds,∆W/m²,-1.59,30.93,9.55,38.38,10.43,42.04,9.24,36.99,10.61,30.27,-0.75,24.88,2.45,19.19,-1.45,17.03,-0.59,30.50,2.45,29.04,0.67,27.81,6.47,27.81
Total cloud cover percentage,clt,∆%,1.54,23.53,-3.01,24.83,-3.88,20.78,-1.70,20.83,-2.79,15.37,-3.34,11.88,-3.54,7.45,-1.82,12.07,-0.50,16.89,-0.48,18.48,-1.25,17.60,-6.36,20.86
Snow depth,snd,fraction,1.00,1.00,0.95,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Near surface specific humidity,huss,∆kg/kg,0.001400,0.001434,0.001199,0.001461,0.001257,0.001352,0.001645,0.001391,0.002241,0.001324,0.002443,0.002062,0.002497,0.001969,0.002914,0.002611,0.002557,0.002106,0.002096,0.001626,0.001818,0.001179,0.001270,0.001235
Air pressure at mean sea level,psl,∆hPa,-1.09,8.23,1.07,8.62,0.88,4.78,0.70,3.55,-0.13,1.79,-0.57,1.67,-0.49,1.66,-0.52,1.49,-0.20,1.94,0.11,3.36,0.50,6.30,1.40,7.81
Near surface wind speed,sfcWind,fraction,0.9922,0.4539,0.9040,0.4185,0.9120,0.4054,1.0058,0.4287,1.0661,0.4210,1.0015,0.4202,1.0412,0.4110,1.0165,0.4405,1.0619,0.4936,0.9501,0.4213,0.9810,0.4458,0.9937,0.4756
