# CanESM5_CanOE ssp126 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.15,2.01,1.34,1.90,1.25,2.91,1.01,3.98,1.26,3.66,1.32,3.58,2.21,2.54,2.57,2.38,2.10,2.29,2.02,2.29,1.39,2.02,1.29,2.17
Daily maximum near surface air temperature,tasmax,∆°C,1.21,2.36,1.15,2.83,1.18,4.25,0.78,5.56,1.08,4.75,1.18,4.36,2.25,3.64,2.69,3.38,1.97,3.40,2.14,3.31,1.30,2.87,1.26,2.12
Daily minimum near surface air temperature,tasmin,∆°C,1.10,2.43,1.48,1.83,1.29,2.38,1.21,2.79,1.42,2.93,1.39,3.11,1.95,2.07,2.22,2.05,2.04,2.25,1.97,2.24,1.45,2.17,1.38,2.75
Precipitation,pr,fraction,1.27,1.53,0.99,1.22,0.98,1.21,1.44,1.55,1.03,1.22,0.88,1.10,0.63,0.81,0.71,0.94,0.85,1.03,0.80,0.88,1.28,1.33,0.85,0.88
Surface downwelling shortwave radiation,rsds,∆W/m²,1.88,25.13,-0.10,31.63,3.34,40.88,2.26,37.17,8.23,36.75,9.58,27.01,3.91,23.95,3.80,17.25,7.50,25.19,3.62,31.85,1.93,27.09,2.74,27.09
Total cloud cover percentage,clt,∆%,-1.58,28.20,2.18,28.68,1.84,29.67,-1.59,21.12,-1.12,18.31,-2.70,13.77,-0.01,14.16,-1.92,12.05,-3.65,20.13,-2.82,26.66,-0.85,25.38,0.52,28.24
Snow depth,snd,fraction,0.05,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.05,1.00
Near surface specific humidity,huss,∆kg/kg,0.000536,0.001201,0.000483,0.001150,0.000584,0.001288,0.000497,0.001312,0.000531,0.001513,0.000504,0.002126,0.000640,0.002244,0.000954,0.002027,0.001157,0.002407,0.000995,0.001615,0.000717,0.001301,0.000567,0.001358
Air pressure at mean sea level,psl,∆hPa,-0.92,7.32,-2.25,6.52,-1.95,6.88,-1.33,4.58,-0.52,2.92,-0.58,2.38,-0.85,1.77,-1.04,2.36,-1.11,2.53,-0.44,4.27,-1.17,5.77,0.06,7.69
Near surface wind speed,sfcWind,fraction,0.9702,0.4666,1.0146,0.4921,0.9212,0.4311,0.9719,0.4248,0.9756,0.3976,0.9740,0.3806,0.9564,0.3784,0.9046,0.3653,0.9565,0.4134,0.8805,0.3765,0.9313,0.4481,0.9410,0.4763
