# GFDL_ESM4 ssp585 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.96,2.95,2.80,2.68,3.63,2.90,3.60,3.14,4.13,3.89,4.56,3.42,4.27,3.10,4.74,2.16,4.38,2.68,3.82,3.01,3.16,2.38,2.57,2.63
Daily maximum near surface air temperature,tasmax,∆°C,2.34,2.85,3.66,3.29,4.26,3.43,4.31,3.71,4.66,4.48,4.90,4.08,4.30,3.42,4.68,2.31,4.35,3.16,4.25,3.82,3.48,2.64,2.75,2.42
Daily minimum near surface air temperature,tasmin,∆°C,1.66,3.33,2.12,2.64,3.14,2.79,2.84,2.78,3.68,3.32,4.46,2.72,4.36,2.81,4.81,2.10,4.43,2.30,3.39,2.45,2.90,2.55,2.41,3.07
Precipitation,pr,fraction,0.82,0.80,0.88,0.92,0.58,0.60,0.72,0.70,0.71,0.77,0.77,0.88,0.72,0.98,0.99,1.61,0.56,0.79,0.43,0.41,0.77,0.73,0.95,1.03
Surface downwelling shortwave radiation,rsds,∆W/m²,1.57,24.87,8.51,27.46,7.74,38.52,18.44,41.45,6.76,36.72,-6.11,40.75,-5.13,25.17,-7.17,21.93,-2.95,24.46,11.20,27.44,3.58,22.84,1.27,22.84
Total cloud cover percentage,clt,∆%,-2.87,29.17,-5.22,25.76,-3.22,26.18,-12.11,23.57,-7.71,18.61,-2.37,19.69,-3.34,14.43,-2.52,16.83,-2.46,17.51,-10.04,24.29,-3.06,22.45,-1.56,25.46
Snow depth,snd,fraction,0.01,0.16,0.00,0.08,0.01,0.10,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.14,1.00,0.00,1.00
Near surface specific humidity,huss,∆kg/kg,0.000646,0.001466,0.000691,0.001250,0.000778,0.001395,0.000378,0.001382,0.000422,0.001539,0.001147,0.001781,0.001348,0.001903,0.001496,0.001638,0.001470,0.002030,0.000836,0.001888,0.000896,0.001362,0.001008,0.001433
Air pressure at mean sea level,psl,∆hPa,1.55,7.48,1.42,7.30,1.60,6.56,1.29,4.60,-0.45,2.70,-0.78,2.14,-0.74,1.17,-1.28,1.47,-0.35,2.26,1.93,3.70,0.96,6.98,0.38,7.37
Near surface wind speed,sfcWind,fraction,0.9471,0.4384,0.9597,0.4016,0.9777,0.3875,0.9674,0.3419,1.0159,0.3511,1.0139,0.3475,1.0310,0.3355,0.9961,0.3072,1.0072,0.3516,0.9003,0.3288,0.9889,0.4379,0.9910,0.4595
