# EC_Earth3_Veg_LR ssp585 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,2.92,2.20,2.81,2.34,3.46,2.88,3.98,4.18,5.53,4.39,6.37,3.77,4.84,3.41,4.38,2.81,6.34,3.26,5.68,3.42,4.63,2.75,3.28,2.32
Daily maximum near surface air temperature,tasmax,∆°C,3.18,2.25,3.02,2.57,3.93,4.15,4.47,5.55,6.14,5.56,6.58,4.42,4.89,3.82,4.47,3.01,6.73,3.68,5.88,3.95,4.84,3.75,3.56,2.53
Daily minimum near surface air temperature,tasmin,∆°C,2.85,2.62,2.63,2.99,3.00,2.05,3.49,2.84,4.78,2.95,6.09,3.09,4.83,2.95,4.28,2.55,5.79,2.91,5.25,3.01,4.40,2.53,3.13,2.68
Precipitation,pr,fraction,1.12,1.26,0.83,0.92,0.68,0.78,0.69,0.74,0.62,0.75,0.43,0.53,0.16,0.27,0.17,0.34,0.24,0.41,0.45,0.49,0.73,0.79,1.14,1.26
Surface downwelling shortwave radiation,rsds,∆W/m²,4.76,21.07,9.47,35.57,13.52,38.06,18.33,48.16,20.18,45.45,14.28,27.87,7.91,16.17,6.08,9.76,11.59,17.29,12.23,20.09,5.83,22.56,3.85,22.56
Total cloud cover percentage,clt,∆%,-3.32,26.36,-4.43,37.82,-7.64,30.52,-12.28,26.76,-10.15,21.56,-10.02,15.86,-9.40,19.74,-11.18,13.76,-14.72,14.54,-12.13,19.72,-6.26,25.59,-4.13,28.06
Snow depth,snd,fraction,0.32,0.77,0.08,0.19,0.18,0.96,0.96,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.96,1.00,0.08,1.00
Near surface specific humidity,huss,∆kg/kg,0.001026,0.001281,0.000918,0.001664,0.000719,0.001551,0.000306,0.001893,0.000599,0.002051,0.000807,0.002032,0.001043,0.001849,0.001403,0.001538,0.001082,0.002194,0.001255,0.002230,0.001521,0.001722,0.001115,0.001328
Air pressure at mean sea level,psl,∆hPa,0.35,8.23,1.67,9.08,2.34,7.09,0.74,5.37,0.13,3.36,-0.98,1.90,-1.34,1.58,-1.52,1.57,-0.65,2.03,0.71,3.67,0.90,5.95,0.59,8.70
Near surface wind speed,sfcWind,fraction,0.9690,0.4609,0.9455,0.4267,0.9499,0.3890,1.0029,0.3950,0.9813,0.3450,1.0061,0.3346,1.0294,0.2829,1.0089,0.2808,0.9685,0.2876,0.9442,0.3676,0.9065,0.3517,0.9633,0.4618
