# EC_Earth3_Veg ssp126 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.58,2.36,1.17,2.57,1.20,2.51,1.50,3.56,1.73,4.49,2.07,4.72,1.63,3.65,1.54,2.52,1.78,3.33,2.61,3.12,1.65,2.55,0.43,2.46
Daily maximum near surface air temperature,tasmax,∆°C,1.61,2.24,1.20,3.37,1.35,3.42,1.69,4.71,1.98,5.70,2.24,5.57,1.70,4.07,1.67,2.73,1.84,3.96,3.07,4.01,1.28,3.53,0.72,2.50
Daily minimum near surface air temperature,tasmin,∆°C,1.61,2.93,1.20,2.64,1.01,2.15,1.23,2.42,1.38,3.07,1.89,3.86,1.59,3.18,1.42,2.30,1.75,2.71,2.01,2.33,1.85,2.28,0.25,3.07
Precipitation,pr,fraction,1.34,1.53,1.00,1.04,0.73,0.79,1.01,1.04,0.87,0.96,0.74,0.92,0.81,1.52,0.72,1.30,0.94,1.32,0.70,0.85,1.33,1.42,0.86,0.97
Surface downwelling shortwave radiation,rsds,∆W/m²,2.31,22.61,5.69,27.69,10.76,36.35,11.64,41.01,15.00,48.35,12.03,31.13,6.93,14.99,5.29,12.22,2.51,22.82,11.24,28.13,-4.23,18.64,6.62,18.64
Total cloud cover percentage,clt,∆%,1.29,25.91,-0.12,30.48,-0.19,24.91,-2.23,21.11,-4.80,20.41,-2.26,18.68,-1.58,17.35,-2.53,14.62,-2.00,22.37,-6.58,22.86,4.96,21.76,-6.30,27.49
Snow depth,snd,fraction,0.12,0.32,0.17,0.26,1.56,3.76,5.84,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.84,1.00,0.04,0.18
Near surface specific humidity,huss,∆kg/kg,0.000607,0.001217,0.000380,0.001227,0.000357,0.001469,0.000320,0.001638,0.000181,0.001931,0.000052,0.002271,0.000548,0.001910,0.000396,0.001406,0.000711,0.001626,0.000176,0.001868,0.000788,0.001455,0.000081,0.001320
Air pressure at mean sea level,psl,∆hPa,-0.87,7.93,-0.23,8.31,0.22,6.42,0.13,5.00,-0.18,3.54,0.15,2.23,-0.42,1.91,-0.30,1.45,0.19,2.03,1.13,4.47,-1.75,5.55,1.13,7.26
Near surface wind speed,sfcWind,fraction,1.0252,0.5013,1.0234,0.4199,0.9474,0.3469,0.9584,0.3950,0.9737,0.3862,1.0024,0.3756,1.0005,0.2967,0.9815,0.2694,1.0079,0.3332,0.9526,0.3731,1.0100,0.4114,0.9693,0.4347
