# MRI_ESM2_0 ssp245 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.58,2.67,1.53,2.95,1.48,3.23,1.86,3.55,2.79,3.66,3.74,3.44,4.02,4.23,3.83,2.96,2.87,3.53,1.89,2.84,1.55,2.25,1.41,2.75
Daily maximum near surface air temperature,tasmax,∆°C,1.85,2.60,1.71,3.52,1.99,3.99,2.30,4.59,3.34,4.71,4.33,4.52,4.43,5.38,4.25,3.97,3.28,4.39,1.87,3.97,1.74,2.78,1.71,2.69
Daily minimum near surface air temperature,tasmin,∆°C,1.34,2.92,1.40,3.02,1.02,3.35,1.44,2.94,2.30,2.78,3.22,2.53,3.66,3.27,3.35,2.20,2.48,2.98,1.88,2.36,1.42,2.26,1.21,3.05
Precipitation,pr,fraction,0.98,1.23,0.90,1.29,0.62,0.81,0.81,0.87,0.65,0.66,0.67,0.85,1.00,1.31,0.44,0.64,0.63,0.79,0.94,0.98,0.88,0.95,0.86,0.99
Surface downwelling shortwave radiation,rsds,∆W/m²,3.27,30.43,1.05,38.27,10.45,52.30,5.74,41.16,8.72,44.37,8.96,29.37,-2.01,20.30,4.70,18.33,7.11,22.16,-0.63,29.19,5.11,25.53,4.31,25.53
Total cloud cover percentage,clt,∆%,1.41,30.59,2.72,34.15,-4.75,33.42,-4.81,24.86,-7.81,19.92,-3.79,17.17,1.58,16.28,-2.28,14.51,-1.64,21.18,0.93,25.35,1.35,23.66,-0.65,29.33
Snow depth,snd,fraction,0.96,1.00,0.96,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.96,1.00
Near surface specific humidity,huss,∆kg/kg,0.000384,0.001684,0.000306,0.001474,-0.000148,0.001927,0.000046,0.001518,0.000327,0.001541,0.000635,0.002333,0.000802,0.002629,0.000458,0.002275,0.000494,0.001774,0.000948,0.002089,0.000631,0.001367,0.000463,0.001597
Air pressure at mean sea level,psl,∆hPa,0.03,11.44,-0.08,13.11,1.93,10.43,0.49,4.66,-0.25,4.11,-1.09,2.45,-1.31,1.84,-1.27,2.22,-0.79,3.19,-0.60,5.19,-0.04,7.89,2.14,8.76
Near surface wind speed,sfcWind,fraction,0.9905,0.4669,0.9972,0.4762,0.9859,0.3964,0.9985,0.3765,1.0165,0.3438,1.0435,0.3572,1.0670,0.4294,1.0377,0.3631,0.9744,0.3179,0.9846,0.3945,0.9535,0.4353,0.9597,0.4396
