# GFDL_ESM4 ssp245 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.51,2.84,1.92,3.19,2.28,2.95,2.54,2.76,2.53,3.11,3.59,3.16,2.76,2.80,3.03,2.04,2.72,2.87,2.12,2.98,1.47,2.58,1.62,2.48
Daily maximum near surface air temperature,tasmax,∆°C,1.93,2.69,2.50,3.82,2.74,3.61,2.99,3.26,2.86,3.67,3.87,3.73,2.80,3.11,3.03,2.25,2.74,3.33,2.34,3.75,1.83,2.60,1.70,2.21
Daily minimum near surface air temperature,tasmin,∆°C,1.21,3.24,1.50,3.06,1.81,2.65,2.12,2.45,2.15,2.46,3.31,2.56,2.80,2.55,3.00,1.92,2.70,2.54,1.92,2.47,1.14,2.87,1.51,2.95
Precipitation,pr,fraction,0.79,0.80,0.84,0.87,0.76,0.80,0.80,0.69,0.82,0.92,0.57,0.69,0.49,0.69,1.45,2.34,0.71,0.96,0.72,0.67,0.72,0.72,1.20,1.29
Surface downwelling shortwave radiation,rsds,∆W/m²,4.05,25.42,6.55,26.15,9.03,38.46,15.91,36.01,11.95,41.86,2.42,39.01,1.21,27.91,-4.00,23.50,0.47,26.35,4.03,27.14,7.09,23.46,1.61,23.46
Total cloud cover percentage,clt,∆%,-4.44,30.97,-2.43,24.13,-1.97,28.01,-9.56,21.62,-6.44,22.14,-1.83,19.91,-1.34,16.28,0.24,18.05,-1.80,18.95,-3.50,19.99,-6.04,24.02,0.07,22.95
Snow depth,snd,fraction,0.00,0.14,0.19,0.46,0.01,0.02,0.00,0.96,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.21,0.32,0.00,0.95
Near surface specific humidity,huss,∆kg/kg,0.000485,0.001448,0.000387,0.001302,0.000359,0.001281,0.000330,0.001179,0.000120,0.001291,0.000680,0.001804,0.000558,0.001948,0.000674,0.001800,0.000669,0.002158,0.000708,0.001668,0.000176,0.001621,0.000661,0.001283
Air pressure at mean sea level,psl,∆hPa,2.37,7.76,0.63,7.50,0.82,7.35,0.98,4.45,-0.55,2.84,-0.38,2.29,-0.33,1.25,-1.10,1.86,0.35,2.25,1.44,3.78,1.00,5.93,0.11,6.98
Near surface wind speed,sfcWind,fraction,0.9434,0.4400,1.0097,0.4209,0.9898,0.4125,0.9867,0.3682,1.0090,0.3490,0.9939,0.3526,1.0387,0.3268,0.9959,0.3045,1.0098,0.3564,0.8997,0.3439,0.9856,0.4439,1.0203,0.4728
