# EC_Earth3 ssp370 2050
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,1.63,2.32,2.67,2.41,2.68,3.51,3.52,4.13,4.51,4.86,4.91,4.12,3.98,3.41,2.81,2.99,2.65,2.97,2.53,3.96,2.37,3.09,2.60,2.79
Daily maximum near surface air temperature,tasmax,∆°C,1.72,2.42,2.68,3.25,3.04,4.85,3.95,5.34,5.10,6.01,5.43,4.83,4.22,3.80,2.88,3.15,2.70,3.39,2.57,4.74,2.63,3.95,2.52,3.02
Daily minimum near surface air temperature,tasmin,∆°C,1.55,2.84,2.63,2.48,2.30,2.48,3.08,3.02,3.79,3.68,4.37,3.53,3.80,3.00,2.88,2.86,2.71,2.76,2.57,3.37,2.19,2.69,2.69,3.19
Precipitation,pr,fraction,1.10,1.26,1.12,1.26,0.77,0.82,0.77,0.77,0.59,0.68,0.32,0.42,0.21,0.35,0.67,1.19,0.61,0.84,0.90,0.96,0.82,0.95,0.89,0.97
Surface downwelling shortwave radiation,rsds,∆W/m²,2.02,25.67,0.95,29.83,13.14,38.31,17.59,41.80,22.91,42.74,20.33,26.60,7.87,15.84,4.05,12.97,4.69,17.84,5.30,26.84,5.08,20.28,2.01,20.28
Total cloud cover percentage,clt,∆%,-4.42,30.52,3.54,28.98,-4.03,27.07,-8.37,23.05,-9.24,19.45,-6.61,18.16,-3.86,15.51,-4.77,16.85,-7.10,17.85,-5.44,23.21,-6.44,22.51,0.40,27.51
Snow depth,snd,fraction,10.00,4061.20,0.12,0.31,0.00,0.47,0.10,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.46,1.00,0.10,0.11
Near surface specific humidity,huss,∆kg/kg,0.000507,0.001380,0.000859,0.001285,0.000754,0.001622,0.000522,0.001547,0.000191,0.001712,0.000010,0.001745,0.000523,0.001481,0.000974,0.001382,0.000930,0.002079,0.001193,0.002243,0.000573,0.001575,0.000872,0.001600
Air pressure at mean sea level,psl,∆hPa,-0.70,8.87,-0.10,8.61,1.63,6.55,0.45,4.18,-0.44,3.07,-0.51,1.84,-0.84,1.71,-1.55,1.84,-0.50,1.72,0.55,3.93,0.55,5.27,-0.74,6.94
Near surface wind speed,sfcWind,fraction,0.9644,0.4341,0.9941,0.4098,0.9313,0.4102,0.9758,0.3744,0.9529,0.3640,1.0448,0.3571,1.0295,0.3021,0.9840,0.2498,0.9710,0.3289,0.9294,0.3640,0.9975,0.4045,0.9911,0.4429
