# MIROC6 ssp126 2080
# Standard deviation (sd) columns are the standard deviation of the selected models in the Ensemble when the ensemble option is TRUE.
# Otherwise these are related to the month standard deviation obtained from the climate model.
Variable,Abbreviation,Unit,Jan,Jan (sd),Feb,Feb (sd),Mar,Mar (sd),Apr,Apr (sd),May,May (sd),Jun,Jun (sd),Jul,Jul (sd),Aug,Aug (sd),Sep,Sep (sd),Oct,Oct (sd),Nov,Nov (sd),Dec,Dec (sd)
Near surface air temperature,tas,∆°C,0.58,2.23,1.47,2.28,1.31,2.47,1.49,3.60,1.61,4.49,3.32,4.21,2.02,2.94,1.36,2.79,2.61,3.33,2.21,2.87,0.87,2.50,0.61,2.10
Daily maximum near surface air temperature,tasmax,∆°C,0.94,2.58,2.05,2.99,2.14,3.62,2.05,5.51,2.23,6.11,4.12,5.29,2.48,3.42,1.66,3.29,3.24,4.23,2.78,4.09,0.90,3.35,1.02,2.23
Daily minimum near surface air temperature,tasmin,∆°C,0.35,2.48,1.05,2.41,0.59,2.11,1.05,2.25,1.12,3.21,2.67,3.32,1.66,2.50,1.18,2.42,2.17,2.71,1.82,2.30,0.89,2.36,0.37,2.39
Precipitation,pr,fraction,0.77,0.87,0.81,0.96,0.80,0.74,0.96,0.93,0.99,1.04,0.63,0.81,0.54,0.58,0.53,0.63,0.57,0.68,0.77,0.77,1.13,1.15,0.76,0.78
Surface downwelling shortwave radiation,rsds,∆W/m²,5.71,30.16,6.15,40.45,17.09,38.48,9.06,49.50,11.31,37.69,10.00,26.97,9.14,22.34,6.08,22.87,8.63,19.97,6.96,27.40,0.71,23.54,6.93,23.54
Total cloud cover percentage,clt,∆%,-2.36,26.62,-1.54,28.89,-9.13,19.86,-3.06,20.26,-2.57,14.66,-2.33,11.28,-3.23,11.41,-2.29,10.05,-4.10,9.65,-2.80,16.34,-0.27,21.29,-5.60,23.48
Snow depth,snd,fraction,7.85,1.15,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Near surface specific humidity,huss,∆kg/kg,0.000036,0.001340,0.000175,0.001821,-0.000263,0.001626,-0.000201,0.001658,-0.000025,0.001473,0.000005,0.001684,-0.000122,0.001515,0.000075,0.001614,0.000155,0.001933,0.000055,0.001717,0.000311,0.001757,-0.000055,0.001529
Air pressure at mean sea level,psl,∆hPa,1.08,7.93,1.89,7.59,0.82,4.01,-0.53,3.44,-0.09,1.95,-0.64,1.78,-0.28,1.77,-0.58,1.62,-0.08,1.78,0.11,2.95,-0.48,5.28,1.91,7.28
Near surface wind speed,sfcWind,fraction,0.9453,0.4163,0.9653,0.4173,1.0061,0.3720,1.0129,0.3615,1.0317,0.3382,1.0335,0.3534,1.0645,0.3902,1.0764,0.3736,1.0223,0.3714,0.9983,0.4016,0.9887,0.4539,0.9130,0.3994
